8.901420923619194348e-01 9.183747502161497822e-01 9.321055418282735427e-01
6.400041891993212273e-01 6.451876204419408900e-01 6.543908527060112723e-01
3.576636904761905100e-01 3.576636904761905100e-01 3.576636904761905100e-01
