4.593707711384607539e-01 6.145633995309278674e-01 4.180085917725841482e-01 7.414385900367602700e-01 4.131572639216001819e-01 2.375954816557457605e-01 2.743516305843671788e-01 2.886751345948129210e-01 1.371758152921835894e-01 1.974297207201993476e-01 2.618174690443214048e-01 3.862558069299369956e-01 4.163977626911479768e-01 5.132649025747365590e-01 2.743516305843671788e-01 6.413192049055175259e-01 6.779951469994742741e-01 6.517140345241146937e-01 8.783537876869923489e-01 3.497310794839218473e-01 5.865884600854132103e-01 9.432841280529208339e-01 7.931155389125321697e-01 1.905001905002857709e-01 2.259983823331580821e-01 3.000895923567830637e-01 6.402704401728536165e-01 1.869391252764915079e-01 4.399413450640599077e-01 3.535533905932737864e-01 1.419904585617662029e-01 2.106058847935579903e-01 4.808147207593843619e-01 2.694079530401623512e-01 3.862558069299369956e-01 8.519427513705972732e-01 2.106058847935579903e-01 2.718910281395759965e-01 2.592379236826063416e-01 2.137730683018392031e-01 3.458665290454953634e-01 1.719589848571986823e-01 2.540002540003810094e-01 2.643718463041773714e-01 4.709290748598849441e-01 8.392264743612520839e-01 7.698973538621047830e-01 9.581287766726204191e-01 7.277155299106363717e-01 8.511535499493602108e-01
5.287436926083547428e-01 5.350610456580119356e-01 4.836020758246758477e-01 6.799746990865539464e-01 4.243907714379760998e-01 2.767903597053308906e-01 2.792077886580384138e-01 2.863376456420426153e-01 2.289527349448127469e-01 2.008048322256247298e-01 4.622874402569843166e-01 3.610766457222365222e-01 4.368755143673807018e-01 5.210617778575646897e-01 3.792323882543199853e-01 6.700184558523711864e-01 5.785131107890629787e-01 5.979355163564296083e-01 7.698973538621047830e-01 3.684463165402023788e-01 5.726752912840852305e-01 1.012688320466174963e+00 7.405316311773546545e-01 1.555427542095637883e-01 2.955767098366335333e-01 2.909938476236890170e-01 5.338035561507058491e-01 1.099853362660149769e-01 4.593707711384607539e-01 4.163977626911479768e-01 3.535533905932737864e-01 2.230048941070552349e-01 4.680662576018232435e-01 3.237880629013666911e-01 4.259713756852986366e-01 7.690239589651064467e-01 1.598049886849661483e-01 2.540002540003810094e-01 2.486522812870360921e-01 1.833088937766916282e-01 3.217058029565428856e-01 3.045356062661162544e-01 3.792323882543199853e-01 3.258570172620573469e-01 4.414662763091645181e-01 7.698973538621047830e-01 6.809623171801467700e-01 9.158109397792509876e-01 6.286185570937122824e-01 7.387143729014502558e-01
4.490132550669372891e-01 5.644009099007319952e-01 4.579054698896254938e-01 6.897872509788095519e-01 4.505074796796517678e-01 2.404073603796921810e-01 2.767903597053308906e-01 3.110855084191275766e-01 2.008048322256247298e-01 2.592379236826063416e-01 3.380048991182775797e-01 4.460097882141104697e-01 4.131572639216001819e-01 4.651858225079152365e-01 3.045356062661162544e-01 6.360580889141480565e-01 6.318176543806739431e-01 5.831412894323813045e-01 7.785774179225369851e-01 3.684463165402023788e-01 5.584155773160768277e-01 1.026529805149473118e+00 7.922677401251491114e-01 1.905001905002857709e-01 2.618174690443214048e-01 3.319865264787727477e-01 6.090712125322325088e-01 1.215933642784800262e-01 4.694998482714150545e-01 3.948594414403986952e-01 2.199706725320299538e-01 2.289527349448127469e-01 4.180085917725841482e-01 2.743516305843671788e-01 4.163977626911479768e-01 7.459568438611082764e-01 7.332355751067665128e-02 3.089176387435358939e-01 2.932942300427066051e-01 2.486522812870360921e-01 3.948594414403986952e-01 1.796053020267748823e-01 3.045356062661162544e-01 2.540002540003810094e-01 4.680662576018232435e-01 7.880150645358779959e-01 6.750149341239218836e-01 8.644719937377898233e-01 6.578720992143771706e-01 7.681495710087068440e-01
4.622874402569843166e-01 5.474771070973643017e-01 4.680662576018232435e-01 6.629601262762777614e-01 4.049425818849580194e-01 2.618174690443214048e-01 2.792077886580384138e-01 2.863376456420426153e-01 1.869391252764915079e-01 2.137730683018392031e-01 3.879917968315853005e-01 4.098911473649706205e-01 3.982488550361876767e-01 5.026809843658408550e-01 2.743516305843671788e-01 6.200069371793655026e-01 6.123724356957945814e-01 5.831412894323813045e-01 7.423444408205697176e-01 3.554491328186150101e-01 5.831412894323813045e-01 8.806461459681761417e-01 7.277155299106363717e-01 1.371758152921835894e-01 2.643718463041773714e-01 2.978416985906353065e-01 6.112740089178457792e-01 1.680053762580617782e-01 4.490132550669372891e-01 3.999327900524534130e-01 2.909938476236890170e-01 2.168940081069280768e-01 4.147806778921701576e-01 2.694079530401623512e-01 4.322359968688949117e-01 7.341515474502904315e-01 1.680053762580617782e-01 3.023207724625709414e-01 2.978416985906353065e-01 2.106058847935579903e-01 3.592106040535497646e-01 2.106058847935579903e-01 3.554491328186150101e-01 2.886751345948129210e-01 4.780111124816179835e-01 7.513428837969107210e-01 6.917330580909907267e-01 8.287508413203857893e-01 6.068604204365886101e-01 7.845963279607306440e-01
4.475140413487615487e-01 6.568497643321689061e-01 4.414662763091645181e-01 7.350663783939253015e-01 4.032795663087215821e-01 3.153765457217734269e-01 2.718910281395759965e-01 3.360107525161235564e-01 1.796053020267748823e-01 2.618174690443214048e-01 2.669017780753529245e-01 4.579054698896254938e-01 4.549607096352694668e-01 5.236349380886428095e-01 3.045356062661162544e-01 6.710207278499681349e-01 6.609296157604434008e-01 6.965737963514281317e-01 7.820224675704313677e-01 3.319865264787727477e-01 6.264767499912266002e-01 9.318152015783350839e-01 8.189621021336597195e-01 1.939958984157926503e-01 2.566324512873682795e-01 3.516474285111361731e-01 6.496483747017983701e-01 1.466471150213533026e-01 4.766031238193982333e-01 4.115274458765508236e-01 2.199706725320299538e-01 2.618174690443214048e-01 4.751909633114915210e-01 3.067344478622777149e-01 4.475140413487615487e-01 7.948084235257745211e-01 1.833088937766916282e-01 3.217058029565428856e-01 3.000895923567830637e-01 2.259983823331580821e-01 4.180085917725841482e-01 2.041241452319315086e-01 2.694079530401623512e-01 2.375954816557457605e-01 4.932337882713157540e-01 8.336021071940015181e-01 7.655204147351944988e-01 8.698967927906890996e-01 6.888122861791867724e-01 8.416254115301732286e-01
5.106394894365721138e-01 6.710207278499681349e-01 5.080005080007620188e-01 7.090050578402179449e-01 4.836020758246758477e-01 1.869391252764915079e-01 1.639564589459882593e-01 2.073903389460850788e-01 8.197822947299412966e-02 1.905001905002857709e-01 4.212117695871159806e-01 3.535533905932737864e-01 4.180085917725841482e-01 6.956083436402524800e-01 3.340047002437933621e-01 7.156093726283554446e-01 6.680094004875867242e-01 6.307530914435468539e-01 8.995219757995002174e-01 3.897200539234638161e-01 5.945541385407338009e-01 1.131774703063566312e+00 8.527312223874582431e-01 1.639564589459882593e-01 3.045356062661162544e-01 2.459346884189823890e-01 6.799746990865539464e-01 8.980265101338744116e-02 4.959513503716709293e-01 3.810003810005715419e-01 3.458665290454953634e-01 1.719589848571986823e-01 5.350610456580119356e-01 2.199706725320299538e-01 4.608314132064452728e-01 8.206016675429033125e-01 1.215933642784800262e-01 2.347499241357075273e-01 2.694079530401623512e-01 1.680053762580617782e-01 3.360107525161235564e-01 2.137730683018392031e-01 3.610766457222365222e-01 1.758237142555680865e-01 5.300131870950228752e-01 8.590129369261277903e-01 7.258661863112977342e-01 9.851041099939040757e-01 6.956083436402524800e-01 8.246863202950079907e-01
4.877532427431432449e-01 5.956833971812706130e-01 4.622874402569843166e-01 7.090050578402179449e-01 3.914406806294064012e-01 1.680053762580617782e-01 1.215933642784800262e-01 1.939958984157926503e-01 1.099853362660149769e-01 1.796053020267748823e-01 3.914406806294064012e-01 3.110855084191275766e-01 3.774561143756581250e-01 5.956833971812706130e-01 2.718910281395759965e-01 7.118429813572140219e-01 6.700184558523711864e-01 6.232502388407514804e-01 7.522368078296645111e-01 3.196099773699322966e-01 5.979355163564296083e-01 1.061293590869889947e+00 7.854524071329642698e-01 1.321859231520886857e-01 2.106058847935579903e-01 2.431867285569600523e-01 6.286185570937122824e-01 9.699794920789632513e-02 4.212117695871159806e-01 3.237880629013666911e-01 3.000895923567830637e-01 1.680053762580617782e-01 4.196132371806260419e-01 2.289527349448127469e-01 3.738782505529830158e-01 7.004222996517617261e-01 8.197822947299412966e-02 2.199706725320299538e-01 2.168940081069280768e-01 1.036951694730425394e-01 3.258570172620573469e-01 1.511603862312854707e-01 3.067344478622777149e-01 1.639564589459882593e-01 4.863734571139201046e-01 7.423444408205697176e-01 7.350663783939253015e-01 8.950280826975230974e-01 6.156559575481391766e-01 8.424235391742319612e-01
4.973045625740721842e-01 6.178352774870717878e-01 4.475140413487615487e-01 6.965737963514281317e-01 4.384111096622311243e-01 2.669017780753529245e-01 2.540002540003810094e-01 2.404073603796921810e-01 1.680053762580617782e-01 2.259983823331580821e-01 4.131572639216001819e-01 4.016096644512494596e-01 4.196132371806260419e-01 5.750175312895448032e-01 3.497310794839218473e-01 6.839166144230385269e-01 6.454972243679027999e-01 6.537731677261691132e-01 7.174851540182271004e-01 3.258570172620573469e-01 5.956833971812706130e-01 1.065086194704699896e+00 7.973410112191916532e-01 1.905001905002857709e-01 2.404073603796921810e-01 3.067344478622777149e-01 6.046415449251418828e-01 1.321859231520886857e-01 4.723539769811327949e-01 3.897200539234638161e-01 3.554491328186150101e-01 2.431867285569600523e-01 4.429859581745057562e-01 2.743516305843671788e-01 4.212117695871159806e-01 6.975379127939542734e-01 1.466471150213533026e-01 3.089176387435358939e-01 3.023207724625709414e-01 2.318694478800841507e-01 3.702658155886773272e-01 1.680053762580617782e-01 3.360107525161235564e-01 2.592379236826063416e-01 5.210617778575646897e-01 7.733810700876332378e-01 7.277155299106363717e-01 8.714405327677486879e-01 7.230833025078033938e-01 8.279395334006837137e-01
4.891291361470476162e-01 6.680094004875867242e-01 4.737745936533510061e-01 8.527312223874582431e-01 5.796736197002103630e-01 2.643718463041773714e-01 2.375954816557457605e-01 3.175003175004763034e-01 1.371758152921835894e-01 2.375954816557457605e-01 3.897200539234638161e-01 4.519967646663161642e-01 4.918693768379647779e-01 6.243275952867687328e-01 3.516474285111361731e-01 7.646420203957134953e-01 7.396235601660403614e-01 7.477565011059660316e-01 9.496745339483984027e-01 3.629330931556488671e-01 7.004222996517617261e-01 1.163975390494756068e+00 9.532062476387964667e-01 1.796053020267748823e-01 2.431867285569600523e-01 3.914406806294064012e-01 7.184212081070995293e-01 1.036951694730425394e-01 5.388159060803247025e-01 4.414662763091645181e-01 3.340047002437933621e-01 2.431867285569600523e-01 5.773502691896258421e-01 3.196099773699322966e-01 4.534811586938564121e-01 9.432841280529208339e-01 8.197822947299412966e-02 2.932942300427066051e-01 2.863376456420426153e-01 2.168940081069280768e-01 4.212117695871159806e-01 1.939958984157926503e-01 3.132383749956133001e-01 2.513404921829204275e-01 5.596177650957416816e-01 9.503819266229830420e-01 8.729815428710669956e-01 1.145937189819212110e+00 8.189621021336597195e-01 9.878291611472620470e-01
6.392199547398645931e-01 7.922677401251491114e-01 5.900154909575616724e-01 1.038247075241395478e+00 5.854416584800495871e-01 2.955767098366335333e-01 3.258570172620573469e-01 4.115274458765508236e-01 2.289527349448127469e-01 1.719589848571986823e-01 5.171780334464814999e-01 4.723539769811327949e-01 5.300131870950228752e-01 9.447079539622655897e-01 4.891291361470476162e-01 9.775710517861719850e-01 9.375672018924916529e-01 8.798826901281198154e-01 1.136515141415488150e+00 5.093217079121383772e-01 8.311800136274714035e-01 1.523560487522495732e+00 1.138287716147013073e+00 1.555427542095637883e-01 3.965577694562660849e-01 4.115274458765508236e-01 8.271274296903934342e-01 1.159347239400420754e-01 5.922891621605980150e-01 4.877532427431432449e-01 4.337880162138561535e-01 1.758237142555680865e-01 5.900154909575616724e-01 3.965577694562660849e-01 5.210617778575646897e-01 1.072004453529507018e+00 8.197822947299412966e-02 3.045356062661162544e-01 2.318694478800841507e-01 1.511603862312854707e-01 4.564354645876384509e-01 3.439179697143973646e-01 4.666282626286913926e-01 3.258570172620573469e-01 6.568497643321689061e-01 1.133554690590242275e+00 1.038894159801092121e+00 1.307546335452338226e+00 9.411443503374192776e-01 1.126417863983466550e+00
